,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
189,Nizza Platform Shoes,75,6,Great Style,The shoes are surprisingly comfortable.  I think they're very cute and I do not regret this purchase.  It's always nice to be a little taller.,SherriD ," July 18, 2023 ",True,True
190,Nizza Platform Shoes,75,6,Light and Comfort,"Comfortable and light, easy on the feet. It's in canvas form, so it's light on your feet. Comfortable bec. the padding is soft and make you feel like walking on cloud.",ETY57 ," July 18, 2023 ",True,True
191,Nizza Platform Shoes,75,6,"Fun twist on classic, effortless, active style","I have unintentionally become a collector of Nizza sneakers, now owning six or seven pairs. I adore the color combos Adidas offers, and the sneakers are very well made, better than most other lifestyle sneakers I own. The platform is proportioned well and does not feel or look clunky. Truly comfortable, I wear a pair almost every day in an effort to strike a balance between style and practicality as a working mom. Looking forward to adding to my Nizza collection!",Winters ," July 18, 2023 ",False,True
192,Nizza Platform Shoes,75,6,Shoes are too cute! I wear a 7 and ordered a 6,Tons of compliments and so comfy! Adorable with dress or jeans love the platform,JessicaMae ," July 18, 2023",False,False
193,Nizza Platform Shoes,75,6,shoes,a classic color for a pair of shoes and a elegant color,Messi ," July 17, 2023",False,False
194,Nizza Platform Shoes,75,6,Good,"Classic design, goes with everything. Platform sole",CJG1 ," July 16, 2023 ",True,True
195,Nizza Platform Shoes,75,6,Loved them!,"Fit perfect, comfortable liked the price, quality of the shoes are great",Eni71 ," July 16, 2023",False,False
196,Nizza Platform Shoes,75,6,Awesome shoes! Love the color and the platform!,These are great shoes and for the price you can’t beat it!,Drjones72 ," July 16, 2023",False,False
197,Nizza Platform Shoes,75,6,Very comfortable,Very comfortable and cute. Tend to slip in the back some.,JennyP ," July 15, 2023 ",True,True
198,Nizza Platform Shoes,75,6,Perfect with a Summer Dress,I love these shoes because the platform sole gives me height but they are comfortable sneakers! The look perfect with ankle socks and a pretty dress. Love.,Ladidadi ," July 14, 2023",False,False
199,Nizza Platform Shoes,75,6,Great purchase.,It fast delivery!  I love the website. The products are the best!,Annie ," July 14, 2023 ",True,True
200,Nizza Platform Shoes,75,6,Love this shoe,The adidas logo all over the shoe is a great unexpected pop. It is simple yet give the shoe a little flare.,Kyediva ," July 14, 2023 ",False,True
201,Nizza Platform Shoes,75,6,Quality and style,"the color is amazing, i bought the yellow ones. I love them",lauraplantt ," July 14, 2023",False,False
202,Nizza Platform Shoes,75,6,Nice,"Comfortable shoe, looks cool and perfect fit ka cndm",Nanana ," July 13, 2023",False,False
203,Nizza Platform Shoes,75,6,Comfy and stylish,Very comfy and stylish. Go with anything. Only need a quick wipe over,Smabbutt ," July 12, 2023 ",True,True
204,Nizza Platform Shoes,75,6,Versatile style but not supportive.,I love the style but the two times  I’ve worn these shoes they aren’t terribly comfortable.  I might be more prone to recommend if they get broken in more.  🤷‍♀️,MimiChica ," July 12, 2023 ",True,True
205,Nizza Platform Shoes,75,6,The perfect white sneaker for summer,"I’ve been on the lookout for plain white sneakers with a bit of height for some time now, and the Nizzas fit the bill perfectly. From the moment I tried them on, they fit well and were very comfortable… AND they complement my summer wardrobe :)",Scarpetta41 ," July 11, 2023 ",True,True
206,Nizza Platform Shoes,75,6,No to Nizza,"Adidas is usually my go to. Sizing is usually consistent no matter the style. Always provide comfort, but unfortunately in my opinion the Nizza leave a lot to be desired in the comfort area. They are super cute but KILL my feet. I discarded the box and tags before actually giving them a try only because I have never had a problem in the past. So I can’t return😢. Sorry Adidas, Nizza style is not for me.",Nursemomof5 ," July 9, 2023",False,False
207,Nizza Platform Shoes,75,6,Love platforms,It goes with everything! I bought it for skirts and trousers.,,,False,False
208,Nizza Platform Shoes,75,6,looks good and comfortable,trainers are comfy and stylish but unfortunately a little big,,,False,False
209,Nizza Platform Shoes,75,6,cute,cute trainers but a little on the narrow side and need some breaking in,,,False,False
210,Nizza Platform Shoes,75,6,Satisfactory,It looks good on my wife especially on a short and nice top.,,,False,False
211,Nizza Platform Shoes,75,6,Very comfortable &amp; love the color,The platforms were very cute and very comfy . The color is great,,,False,False
0,Adifom Stan Smith Mule Shoes,70,4,So comfy !!!,"I’ve been waiting these pair of shoes so long , finally I got them in Australia , and it’s really comfy .",Weiwei ," September 14, 2023",False,False
1,Adifom Stan Smith Mule Shoes,70,4,N/A,"It’s like walking in the clowns
The only down thing is you need a size up from your own size as it feels very tight as i end up with a lot of blisters unfortunately and was unable to send them back",Mazz ," September 14, 2023 ",True,True
2,Adifom Stan Smith Mule Shoes,70,4,It’s Allllll Me*,"Sooooo Comfy!!!
Sooooo Green!!!
I’m In Love!!!
Uuu Will Be
N O T I C E D*",ANT3 ," September 14, 2023",False,False
3,Adifom Stan Smith Mule Shoes,70,4,Daily wear!,I get at least 8 compliments on these every time I wear them.,Penelope ," September 14, 2023 ",True,True
4,Adifom Stan Smith Mule Shoes,70,4,Will recommend this product,Remember to size down. Will definitely add height on short girls like me.,Mjsa01 ," September 8, 2023",False,False
5,Adifom Stan Smith Mule Shoes,70,4,Love them!,Very cool and colorful!…………………………………………………………………….,Kul31 ," September 3, 2023",False,False
6,Adifom Stan Smith Mule Shoes,70,4,Great value and very comfy,it looks chunky and heavy but is actually very light. has a super soft foamy sole but at the same time gives one a full support.,Renren ," September 3, 2023 ",True,True
7,Adifom Stan Smith Mule Shoes,70,4,Shoes were way to big! Now they are sold out,Have to return now because of sizing error and can’t reorder because they are sold out,Kita ," September 3, 2023",False,False
8,Adifom Stan Smith Mule Shoes,70,4,I loveeeee these shoes they are so cute,"Best clog ever purchased, they are the super cutest",DaDonn ," September 1, 2023",False,False
9,Adifom Stan Smith Mule Shoes,70,4,These clogs have quickly become my favorite go to.,They are super comfortable and the silver green color is beautiful. I try and wear them with almost everything. Best purchase of the summer and will make to the fall with socks!,Kiwi ," August 31, 2023",False,False
10,Adifom Stan Smith Mule Shoes,70,4,Very comfy and unique shoes!,"I love these clogs! They’re extremely comfy with cloud like cushioning. They’re true to size on me and I have broader feet. They’re also really cute and have a unique look. However, I wore them to the to mall and realized they’re very solid and a bit heavier than I expected. Wearing them without socks for a long period of time makes your feet sweaty and it rubs the top of your feet. I wouldn’t recommend for long periods of continuous walking. Still absolutely love them though!",Neeks4 ," August 29, 2023",False,False
11,Adifom Stan Smith Mule Shoes,70,4,Very comfortable …way better than Uggs,Able to wear these for hours ..it’s like walking on clouds,Twin ," August 28, 2023",False,False
17,Adifom Stan Smith Mule Shoes,70,4,These are the perfect stylish throw on shoes.,So mad I missed the other colors but the green and black will definitely be in heavy rotation this summer and fall. They are super comfy and I love the style!,ChantMo ," August 28, 2023",False,False
18,Adifom Stan Smith Mule Shoes,70,4,I love addias,I like the quality of addias product and it looks great on me,Ab234!! ," August 28, 2023",False,False
19,Adifom Stan Smith Mule Shoes,70,4,Good,The unique and different didn’t get to wear them yet going to wear them to work.,Nique ," August 25, 2023 ",True,True
20,Adifom Stan Smith Mule Shoes,70,4,Absolutely amazing price,The shoes are comfortable and fit perfectly the price was amazing,Rita ," August 23, 2023 ",True,True
21,Adifom Stan Smith Mule Shoes,70,4,Best Purchase From Adidas Ever,I Loveeeee These Shoes They Are Very Comfortable I Need The All Black Pair So I Can Wear Them Everyday. I Definitely Recommend These,Donita ," August 19, 2023 ",True,True
22,Adifom Stan Smith Mule Shoes,70,4,Super comfy and cute,"Color pops
I got the pink ones. Cool shoe that makes me look taller",Nisha215 ," August 14, 2023",False,False
23,Adifom Stan Smith Mule Shoes,70,4,Great product overall. 10/10 would recommend.,Would definitely buy again. No complaints whatsoever.,Perk ," August 14, 2023",False,False
24,Adifom Stan Smith Mule Shoes,70,4,Totally surprised at the comfort level of them,Will definitely get another pair….or two. I’ve even convinced my friends to purchase a pair,BeMa ," August 13, 2023",False,False
25,Adifom Stan Smith Mule Shoes,70,4,So comfy and with todays style! Love them,Comfortable and stylish is what we need more of!!!,Angel21 ," August 13, 2023",False,False
26,Adifom Stan Smith Mule Shoes,70,4,Happy with it,"Cheap and stylish shoes, good quality and design .
Happy with them",ThaiANN ," August 12, 2023 ",True,True
32,Adifom Stan Smith Mule Shoes,70,4,Too heavy to walk in 😔,Unfortunately they are much heavier than you would imagine.. I could hardly lift my feet so had to send them back. Such a shame because I love the style but expected them to be lightweight like crocs but black bricks they were!,AmyT ," August 11, 2023 ",True,True
33,Adifom Stan Smith Mule Shoes,70,4,Very comfortable!,Super comfortable shoe! My only small complaint is that they are bulky/wide but the comfort overpowers that. I have a narrow foot so it was somewhat expected so keep that in mind,Punkin ," August 11, 2023",False,False
34,Adifom Stan Smith Mule Shoes,70,4,Super comfortable slip on,I love love LOVE these shoes! Definitely worth the money,Nae90 ," August 11, 2023",False,False
35,Adifom Stan Smith Mule Shoes,70,4,Natty enough to wear to work!,These are so comfortable! I love the colour too. I'm very happy with my purchase.,AuntDani ," August 11, 2023 ",True,True
36,Adifom Stan Smith Mule Shoes,70,4,Best thing I’ve ever bought.,"The shoes are super comfy, my feet don’t hurt ever.",Milan2 ," August 11, 2023 ",True,True
37,Adifom Stan Smith Mule Shoes,70,4,Definitely a must have,Wish they came on half sizes they do run a lil big but overall the shoes are amazing it’s like walking on air.,TW15 ," August 10, 2023 ",True,True
38,Adifom Stan Smith Mule Shoes,70,4,Amazing,This is amazing!  Very comfortable and stylish.  Bought a size up.,YanaUK99 ," August 9, 2023 ",True,True
39,Adifom Stan Smith Mule Shoes,70,4,comfortable shoes,"very comfortable, had to order a size smaller and I could’ve honestly went down another size",AySav ," August 9, 2023",False,False
40,Adifom Stan Smith Mule Shoes,70,4,Absolutely love it!,Love this! Comfy and perfect design for me. Love the colours too!,Mememe ," August 9, 2023 ",True,True
41,Adifom Stan Smith Mule Shoes,70,4,Very comfortable,I wear a size ten &amp; i got a size nine &amp; they fit perfect,Cookie ," August 9, 2023",False,False
47,Adifom Stan Smith Mule Shoes,70,4,The quality and design are perfect.,It’s  so cute but not comfortable and it makes feet hot without socks.,Masha ," August 7, 2023 ",True,True
